Sentence,Sentiment,Category,sentiment_label,category_label
Phone is sturdy as all nokia bar phones are.,Positive,Positive Sentiment,1,1
We would recommend these to others.,Positive,Positive Sentiment,1,1
I was not happy with this item.,Negative,Negative Sentiment,0,2
And the sound quality is great.,Positive,Positive Sentiment,1,1
"This is an excellent tool, especially when paired with your phone's auto-answer.",Positive,Positive Sentiment,1,1
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",Negative,Technical Issues,0,0
This is a beautiful phone.,Positive,Positive Sentiment,1,1
The buttons for on and off are bad.,Negative,Negative Sentiment,0,2
The plug did not work very well.,Negative,Technical Issues,0,0
The screen does get smudged easily because it touches your ear and face.,Negative,Negative Sentiment,0,2
"Small, sleek, impressive looking, practical setup with ample storage in place.",Positive,Positive Sentiment,1,1
Highly recommend for any one who has a blue tooth phone.,Positive,Positive Sentiment,1,1
I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,Negative,Technical Issues,0,0
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,Positive,Positive Sentiment,1,1
"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",Positive,Positive Sentiment,1,1
Nice headphones for the price and they work great!,Positive,Positive Sentiment,1,1
"It is light, easy to use, and has very clear reception and transmission.",Positive,Positive Sentiment,1,1
Great product for the price!.,Positive,Positive Sentiment,1,1
This one works and was priced right.,Positive,Positive Sentiment,1,1
One thing I hate is the mode set button at the side.,Negative,Negative Sentiment,0,2
It fits my ear well and is comfortable on.,Positive,Positive Sentiment,1,1
Thank you for wasting my money.,Negative,Purchase or Value Concerns,0,3
I gave it 5 stars because of the sound quality.,Positive,Positive Sentiment,1,1
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,Negative,Technical Issues,0,0
These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.,Positive,Positive Sentiment,1,1
"The seller is very understanding and patient, I would definitely buy from them again.",Positive,Positive Sentiment,1,1
"It didn't work, people can not hear me when I talk.",Negative,Negative Sentiment,0,2
The price was very good and with the free shipping and all it was a good purchase.,Positive,Positive Sentiment,1,1
"Bought mainly for the charger, which broke soon after purchasing.",Negative,Technical Issues,0,0
Works good.,Positive,Positive Sentiment,1,1
The company shipped my product very promptly and it works well.,Positive,Positive Sentiment,1,1
"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",Negative,Negative Sentiment,0,2
They work about 2 weeks then break.,Negative,Negative Sentiment,0,2
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,Negative,Technical Issues,0,0
Absolutely great.,Positive,Positive Sentiment,1,1
It worked very well.,Positive,Positive Sentiment,1,1
Also its slim enough to fit into my alarm clock docking station without removing the case.,Positive,Positive Sentiment,1,1
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,Negative,Technical Issues,0,0
REALLY UGLY.,Negative,Negative Sentiment,0,2
"The cable looks so thin and flimsy, it is scary.",Negative,Negative Sentiment,0,2
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",Negative,Technical Issues,0,0
I am sorry I made this purchase.,Negative,Purchase or Value Concerns,0,3
The holster that arrived did not match the photo in the ad.,Negative,Negative Sentiment,0,2
This is essentially a communications tool that does not communicate.,Negative,Negative Sentiment,0,2
"If you hate earbugs, avoid this phone by all means.",Negative,Negative Sentiment,0,2
"I am pairing this with my iphone, and I could not be happier with it so far.",Positive,Positive Sentiment,1,1
I could not recommend these more.,Negative,Negative Sentiment,0,2
I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,Positive,Positive Sentiment,1,1
I love this bluetooth!,Positive,Positive Sentiment,1,1
The best phone in market :).,Positive,Positive Sentiment,1,1
I am very happy,Positive,Positive Sentiment,1,1
This phone is slim and light and the display is beautiful.,Positive,Positive Sentiment,1,1
I love all the features and form factor.,Positive,Positive Sentiment,1,1
doesn't last long.,Negative,Technical Issues,0,0
If you plan to use this in a car forget about it.,Negative,Negative Sentiment,0,2
"I have had this phone for over a year now, and I will tell you, its not that great.",Negative,Negative Sentiment,0,2
Great for the jawbone.,Positive,Positive Sentiment,1,1
"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",Positive,Positive Sentiment,1,1
Great for using with your home stereo.,Positive,Positive Sentiment,1,1
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",Negative,Technical Issues,0,0
Absolutel junk.,Negative,Negative Sentiment,0,2
I was able to do voice dialing in the car with no problem.,Positive,Positive Sentiment,1,1
Dont waste your money...,Negative,Purchase or Value Concerns,0,3
Good case!.,Positive,Positive Sentiment,1,1
It looses connection to the phone even when it is within a couple feet between the two.,Negative,Negative Sentiment,0,2
Exactly what I wanted.,Positive,Positive Sentiment,1,1
Great software for Motorolas.,Positive,Positive Sentiment,1,1
IT'S REALLY EASY.,Positive,Positive Sentiment,1,1
It is the best charger I have seen on the market yet.,Positive,Positive Sentiment,1,1
It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,Negative,Technical Issues,0,0
"It is cheap, and it feel and look just as cheap.",Negative,Negative Sentiment,0,2
"Good show, Samsung.",Positive,Positive Sentiment,1,1
"However, the keypads are so tinny that I sometimes reach the wrong buttons.",Negative,Negative Sentiment,0,2
"I love this phone , It is very handy and has a lot of features .",Positive,Positive Sentiment,1,1
These are certainly very comfortable and functionality is decent.,Positive,Positive Sentiment,1,1
I am not impressed with this and i would not recommend this item to anyone.,Negative,Negative Sentiment,0,2
"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",Negative,Negative Sentiment,0,2
It's not what it says it is.,Negative,Negative Sentiment,0,2
Really good product.,Positive,Positive Sentiment,1,1
Headset works great & was packaged nicely to avoid any damage.,Positive,Positive Sentiment,1,1
Plan on ordering from them again and again.,Positive,Positive Sentiment,1,1
Cant get the software to work with my computer.,Negative,Negative Sentiment,0,2
disappointed.,Negative,Negative Sentiment,0,2
I ended up sliding it on the edge of my pants or back pockets instead.,Positive,Positive Sentiment,1,1
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",Negative,Negative Sentiment,0,2
So I bought about 10 of these and saved alot of money.,Positive,Positive Sentiment,1,1
"After 3 months, screen just went black all of a sudden.",Negative,Negative Sentiment,0,2
The cutouts and buttons are placed perfectly.,Positive,Positive Sentiment,1,1
Someone shouldve invented this sooner.,Positive,Positive Sentiment,1,1
I didn't think that the instructions provided were helpful to me.,Negative,Negative Sentiment,0,2
The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.,Negative,Negative Sentiment,0,2
I am very impressed with the job that Motorola did on the sturdiness of this phone.,Positive,Positive Sentiment,1,1
Very Dissapointing Performance.,Negative,Negative Sentiment,0,2
Very pleased with this headset.,Positive,Positive Sentiment,1,1
Everything about it is fine and reasonable for the price i.e.,Positive,Positive Sentiment,1,1
WORST PHONE EVER.,Negative,Negative Sentiment,0,2
Sprint - terrible customer service.,Negative,Negative Sentiment,0,2
The commercials are the most misleading.,Negative,Negative Sentiment,0,2
Just reading on the specs alone makes you say WOW.,Positive,Positive Sentiment,1,1
All three broke within two months of use.,Negative,Negative Sentiment,0,2
I have tried these cables with my computer and my iPod and it works just fine.,Positive,Positive Sentiment,1,1
The battery is completely useless to me.,Negative,Technical Issues,0,0
Doesn't hold charge.,Negative,Technical Issues,0,0
"I have this phone and it is a thorn in my side, I really abhor it.",Negative,Negative Sentiment,0,2
How stupid is that?,Negative,Negative Sentiment,0,2
I highly recommend this case.,Positive,Positive Sentiment,1,1
"The bose noise cancelling is amazing, which is very important for a NYC commuter.",Positive,Positive Sentiment,1,1
Comfortable in my hand.,Positive,Positive Sentiment,1,1
Very easy to use.,Positive,Positive Sentiment,1,1
Terrible phone holder.,Negative,Negative Sentiment,0,2
Last time buying from you.,Negative,Purchase or Value Concerns,0,3
Seller shipped quickly and much cheaper than the competitors.,Positive,Positive Sentiment,1,1
W810i is just SUPERB.,Positive,Positive Sentiment,1,1
I am more than happy with this product.,Positive,Positive Sentiment,1,1
Phone falls out easily.,Negative,Negative Sentiment,0,2
"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.",Negative,Negative Sentiment,0,2
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,Negative,Negative Sentiment,0,2
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,Negative,Negative Sentiment,0,2
Very prompt service.,Positive,Positive Sentiment,1,1
"A must study for anyone interested in the ""worst sins"" of industrial design.",Negative,Negative Sentiment,0,2
"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",Positive,Positive Sentiment,1,1
The majority of the Logitech earbud headsets failed.,Negative,Technical Issues,0,0
"Otherwise, easy to install and use, clear sound.",Positive,Positive Sentiment,1,1
Great Phone.,Positive,Positive Sentiment,1,1
It was a waste of my money.,Negative,Purchase or Value Concerns,0,3
Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.,Positive,Positive Sentiment,1,1
Battery life is real good.,Positive,Positive Sentiment,1,1
"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",Negative,Technical Issues,0,0
The sound is clear and the people I talk to on it are amazed at the quality too.,Positive,Positive Sentiment,1,1
"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",Negative,Negative Sentiment,0,2
Battery has no life.,Negative,Technical Issues,0,0
"As an earlier review noted, plug in this charger and nothing happens.",Negative,Technical Issues,0,0
So I had to take the battery out of the phone put it all back together and then restart it.,Negative,Technical Issues,0,0
Really pleased with this product so far.,Positive,Positive Sentiment,1,1
Great Earpiece.,Positive,Positive Sentiment,1,1
I've had this for nearly 2 years and it has worked great for me.,Positive,Positive Sentiment,1,1
"If there is a wind, it is completely useless.",Negative,Negative Sentiment,0,2
"Good case, Excellent value.",Positive,Positive Sentiment,1,1
very disappointed.,Negative,Negative Sentiment,0,2
I have always used corded headsets and the freedom from the wireless is very helpful.,Positive,Positive Sentiment,1,1
Worked great!.,Positive,Positive Sentiment,1,1
"Att is not clear, sound is very distorted and you have to yell when you talk.",Negative,Technical Issues,0,0
One of my favorite purchases ever.,Positive,Positive Sentiment,1,1
Also difficult to put on.I'd recommend avoiding this product.,Negative,Negative Sentiment,0,2
It's AGGRAVATING!,Negative,Negative Sentiment,0,2
Very Displeased.,Negative,Negative Sentiment,0,2
I'd like to return it.,Negative,Purchase or Value Concerns,0,3
This allows the possibility of double booking for the same date and time after the first.,Negative,Negative Sentiment,0,2
The first thing that happened was that the tracking was off.,Negative,Negative Sentiment,0,2
"Overall, I would recommend this phone over the new Walkman.",Positive,Positive Sentiment,1,1
Phone now holds charge like it did when it was new.,Positive,Positive Sentiment,1,1
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,Negative,Negative Sentiment,0,2
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",Negative,Negative Sentiment,0,2
The instruction manual is lacking.,Negative,Negative Sentiment,0,2
We have tried 2 units and they both failed within 2 months.. Pros,Negative,Technical Issues,0,0
Sending it back.,Negative,Negative Sentiment,0,2
"I didn't want the clip going over the top of my ear, causing discomfort.",Negative,Negative Sentiment,0,2
I want my money back.,Negative,Purchase or Value Concerns,0,3
The case is great and works fine with the 680.,Positive,Positive Sentiment,1,1
I have had mine for about a year and this Christmas I bought some for the rest of the family.,Positive,Positive Sentiment,1,1
the charger worked for about a week and then completely stopped charging my phone.,Negative,Technical Issues,0,0
The worst phone I've ever had.... Only had it for a few months.,Negative,Negative Sentiment,0,2
Can't upload ringtones from a third party.,Negative,Negative Sentiment,0,2
"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",Positive,Positive Sentiment,1,1
Excellent product for the price.,Positive,Positive Sentiment,1,1
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,Positive,Positive Sentiment,1,1
Very disappointed in AccessoryOne.,Negative,Negative Sentiment,0,2
Great Phone.,Positive,Positive Sentiment,1,1
I would recommend this.,Positive,Positive Sentiment,1,1
Love this headset!,Positive,Positive Sentiment,1,1
I have been very satisfied with this cell phone from day one.,Positive,Positive Sentiment,1,1
This phone tries very hard to do everything but fails at it's very ability to be a phone.,Negative,Technical Issues,0,0
He was very impressed when going from the original battery to the extended battery.,Positive,Positive Sentiment,1,1
Thank you for such great service.,Positive,Positive Sentiment,1,1
What a waste of money and time!.,Negative,Purchase or Value Concerns,0,3
"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",Negative,Negative Sentiment,0,2
Poor sound quality.,Negative,Technical Issues,0,0
Everything about this product is wrong.First,Negative,Negative Sentiment,0,2
Does not fit.,Negative,Negative Sentiment,0,2
"The charger arrived within the promised timeframe, but it did not work.",Negative,Technical Issues,0,0
"Looks great and is strong.""",Positive,Positive Sentiment,1,1
Clear crisp sound.,Positive,Positive Sentiment,1,1
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,Positive,Positive Sentiment,1,1
Setup went very smoothly.,Positive,Positive Sentiment,1,1
This is definitely a must have if your state does not allow cell phone usage while driving.,Positive,Positive Sentiment,1,1
"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",Positive,Positive Sentiment,1,1
This phone might well be the worst I've ever had in any brand.,Negative,Negative Sentiment,0,2
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,Negative,Negative Sentiment,0,2
Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,Positive,Positive Sentiment,1,1
The speaker is of low quality so as making the ring tones sound very cheap.,Negative,Technical Issues,0,0
the phone was unusable and was not new.,Negative,Negative Sentiment,0,2
Great for iPODs too.,Positive,Positive Sentiment,1,1
Great case and price!,Positive,Positive Sentiment,1,1
It is very comfortable on the ear.,Positive,Positive Sentiment,1,1
Display is excellent and camera is as good as any from that year.,Positive,Positive Sentiment,1,1
I've missed numerous calls because of this reason.,Negative,Negative Sentiment,0,2
Obviously there is a problem with the adhesive.,Negative,Technical Issues,0,0
poor quality and service.,Negative,Negative Sentiment,0,2
"Good value, works fine - power via USB, car, or wall outlet.",Positive,Positive Sentiment,1,1
"but it is great, i would really recommend it",Positive,Positive Sentiment,1,1
Mic Doesn't work.,Negative,Technical Issues,0,0
I received it quickly and it works great!!,Positive,Positive Sentiment,1,1
"I had ordered a motorola data cable, got a very well finished and working product.",Positive,Positive Sentiment,1,1
Don't make the same mistake I did.,Negative,Negative Sentiment,0,2
The volume for the ringer is REAL good (you have choices how loud).,Positive,Positive Sentiment,1,1
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,Positive,Positive Sentiment,1,1
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,Negative,Technical Issues,0,0
Don't waste your money!.,Negative,Purchase or Value Concerns,0,3
"I only used it two days, and it wasn't always easy to hear with.",Negative,Negative Sentiment,0,2
"Great product, fast shipping!.",Positive,Positive Sentiment,1,1
"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",Negative,Technical Issues,0,0
"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",Negative,Negative Sentiment,0,2
Was not happy.,Negative,Negative Sentiment,0,2
"The bottowm line...another worthless, cheap gimmick from Sprint.",Negative,Negative Sentiment,0,2
It is unusable in a moving car at freeway speed.,Negative,Negative Sentiment,0,2
It has been a winner for us.,Positive,Positive Sentiment,1,1
"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",Negative,Negative Sentiment,0,2
I ordered this product first and was unhappy with it immediately.,Negative,Negative Sentiment,0,2
This item is fantastic and works perfectly!,Positive,Positive Sentiment,1,1
Works like a charm.. Works as advertised.,Positive,Positive Sentiment,1,1
So there is no way for me to plug it in here in the US unless I go by a converter.,Negative,Technical Issues,0,0
Does not work for listening to music with the cingular 8125.,Negative,Technical Issues,0,0
I got it because it was so small and adorable.,Positive,Positive Sentiment,1,1
I was not impressed by this product.,Negative,Negative Sentiment,0,2
Worst software ever used.... If I could give this zero stars I would.,Negative,Negative Sentiment,0,2
It is simple to use and I like it.,Positive,Positive Sentiment,1,1
"I have to use the smallest earpieces provided, but it stays on pretty well.",Positive,Positive Sentiment,1,1
"Couldn't use the unit with sunglasses, not good in Texas!",Negative,Negative Sentiment,0,2
I was very excited to get this headset because I thought it was really cute.,Positive,Positive Sentiment,1,1
The pleather case doesn't fit.,Negative,Technical Issues,0,0
Portable and it works.,Positive,Positive Sentiment,1,1
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,Positive,Positive Sentiment,1,1
"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",Negative,Negative Sentiment,0,2
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,Positive,Positive Sentiment,1,1
Don't trust their website and don't expect any helpful support.,Negative,Negative Sentiment,0,2
"You get extra minutes so that you can carry out the call and not get cut off.""",Positive,Positive Sentiment,1,1
"Buyer Beware, you could flush money right down the toilet.",Negative,Purchase or Value Concerns,0,3
Will order from them again!,Positive,Positive Sentiment,1,1
O my gosh the best phone I have ever had.,Positive,Positive Sentiment,1,1
"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",Negative,Negative Sentiment,0,2
"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.",Negative,Negative Sentiment,0,2
DO NOT PURCHASE THIS PHONE.,Negative,Purchase or Value Concerns,0,3
Not enough volume.,Negative,Technical Issues,0,0
This is a VERY average phone with bad battery life that operates on a weak network.,Negative,Technical Issues,0,0
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,Positive,Positive Sentiment,1,1
Very much disappointed with this company.,Negative,Negative Sentiment,0,2
It always cuts out and makes a beep beep beep sound then says signal failed.,Negative,Technical Issues,0,0
The design might be ergonomic in theory but I could not stand having these in my ear.,Negative,Negative Sentiment,0,2
The replacement died in a few weeks.,Negative,Negative Sentiment,0,2
"I can barely ever hear on it and am constantly saying ""what?""",Negative,Negative Sentiment,0,2
"The look of it is very sharp and the screen is nice and clear, with great graphics.",Positive,Positive Sentiment,1,1
Essentially you can forget Microsoft's tech support.,Negative,Negative Sentiment,0,2
After a year the battery went completely dead on my headset.,Negative,Technical Issues,0,0
I love being able to use one headset for both by land-line and cell.,Positive,Positive Sentiment,1,1
"For the price on Amazon, it is an excellent product, which I would highly recommend.",Positive,Positive Sentiment,1,1
The battery works great!,Positive,Positive Sentiment,1,1
"Using all earpieces, left or right, this thing will not stay on my ear.",Negative,Negative Sentiment,0,2
"Comfortable, Nice Range, Good Battery Life.",Positive,Positive Sentiment,1,1
"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",Positive,Positive Sentiment,1,1
Works great!.,Positive,Positive Sentiment,1,1
Don't buy it.,Negative,Purchase or Value Concerns,0,3
"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",Negative,Technical Issues,0,0
I love the look and feel of Samsung flipphones.,Positive,Positive Sentiment,1,1
Easy to use.,Positive,Positive Sentiment,1,1
Big Disappointment with calendar sync.,Negative,Negative Sentiment,0,2
I own 2 of these cases and would order another.,Positive,Positive Sentiment,1,1
wont work right or atleast for me.,Negative,Negative Sentiment,0,2
Earbud piece breaks easily.,Negative,Negative Sentiment,0,2
Jawbone Era is awesome too!,Positive,Positive Sentiment,1,1
Adapter does not provide enough charging current.,Negative,Negative Sentiment,0,2
I highly recommend this modest priced cellular phone.,Positive,Positive Sentiment,1,1
And none of the tones is acceptable.,Negative,Negative Sentiment,0,2
I would highly recommend this product.,Positive,Positive Sentiment,1,1
Do NOT buy if you want to use the holster.,Negative,Purchase or Value Concerns,0,3
"Fits comfortably, came with three sizes of earbud tips.",Positive,Positive Sentiment,1,1
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),Negative,Technical Issues,0,0
They made this case too small and is very difficult to install.,Negative,Negative Sentiment,0,2
I am very impressed with this headset from Plantronics.,Positive,Positive Sentiment,1,1
I would highly recommend this.,Positive,Positive Sentiment,1,1
"My colleague & I now get great reception.A little expensive, but performance is great.",Positive,Positive Sentiment,1,1
The battery is working well as a replacement for the original that came with the phone over 2 years ago.,Positive,Positive Sentiment,1,1
much better than the hard plastic cases.,Positive,Positive Sentiment,1,1
This battery is an excellent bargain!,Positive,Positive Sentiment,1,1
I don't think it would hold it too securly on your belt.,Negative,Negative Sentiment,0,2
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,Positive,Positive Sentiment,1,1
"I really recommend this faceplates since it looks very nice, elegant and cool.",Positive,Positive Sentiment,1,1
This pair of headphones is the worst that I have ever had sound-wise.,Negative,Technical Issues,0,0
Reception is terrible and full of static.,Negative,Technical Issues,0,0
I had to purchase a different case.,Negative,Purchase or Value Concerns,0,3
"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",Positive,Positive Sentiment,1,1
I'm a bit disappointed.,Negative,Negative Sentiment,0,2
I cannot make calls at certain places.,Negative,Negative Sentiment,0,2
The only thing that disappoint me is the infra red port (irda).,Negative,Negative Sentiment,0,2
"Provides good protection and looks classy, too.",Positive,Positive Sentiment,1,1
No buyers remorse on this one!.,Negative,Purchase or Value Concerns,0,3
"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",Positive,Positive Sentiment,1,1
"Clear Skype Calls, Long Battery Life, Long Range.",Positive,Positive Sentiment,1,1
Easy to pair with my Samsung Cell.,Positive,Positive Sentiment,1,1
The phone gets EXTREMELY HOT!,Negative,Negative Sentiment,0,2
Works well.,Positive,Positive Sentiment,1,1
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,Negative,Negative Sentiment,0,2
People couldnt hear me talk and I had to pull out the earphone and talk on the phone.,Negative,Negative Sentiment,0,2
I wish I could return the unit and get back my money.,Negative,Purchase or Value Concerns,0,3
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,Negative,Purchase or Value Concerns,0,3
"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",Negative,Negative Sentiment,0,2
Bad Reception.,Negative,Negative Sentiment,0,2
It looks very nice.,Positive,Positive Sentiment,1,1
Their network coverage in Los Angeles is horrible.,Negative,Negative Sentiment,0,2
Excellent product for the price.,Positive,Positive Sentiment,1,1
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,Positive,Positive Sentiment,1,1
Doesn't work at all.. I bougth it for my L7c and its not working.,Negative,Technical Issues,0,0
The reception through this headset is excellent.,Positive,Positive Sentiment,1,1
I've bought $5 wired headphones that sound better than these.,Negative,Technical Issues,0,0
However I needed some better instructions.,Negative,Negative Sentiment,0,2
It was horrible!.,Negative,Negative Sentiment,0,2
nice leather.,Positive,Positive Sentiment,1,1
Very wind-resistant.,Positive,Positive Sentiment,1,1
It finds my cell phone right away when I enter the car.,Positive,Positive Sentiment,1,1
"No additional ear gels provided, and no instructions whatsoever.",Negative,Negative Sentiment,0,2
This PDA rocks.,Positive,Positive Sentiment,1,1
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,Negative,Negative Sentiment,0,2
"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",Negative,Technical Issues,0,0
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",Positive,Positive Sentiment,1,1
It would take too long to describe how bad my customer service experience has been with Amazon.,Negative,Negative Sentiment,0,2
If you are Razr owner...you must have this!,Positive,Positive Sentiment,1,1
"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.",Positive,Positive Sentiment,1,1
Excellent product.,Positive,Positive Sentiment,1,1
Fantastic earphones.,Positive,Positive Sentiment,1,1
"Looks good in the picture, but this case was a huge disappointment!!",Negative,Negative Sentiment,0,2
What a piece of junk.. I lose more calls on this phone.,Negative,Negative Sentiment,0,2
How can that be?The audio quality is poor.,Negative,Negative Sentiment,0,2
Design Flaw?.,Negative,Negative Sentiment,0,2
"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",Positive,Positive Sentiment,1,1
Leopard Print is wonderfully wild!.,Positive,Positive Sentiment,1,1
Great charger.,Positive,Positive Sentiment,1,1
Gets a signal when other Verizon phones won't.,Positive,Positive Sentiment,1,1
"horrible, had to switch 3 times.",Negative,Negative Sentiment,0,2
Worst ever.,Negative,Negative Sentiment,0,2
Great phone.,Positive,Positive Sentiment,1,1
I highly recommend these and encourage people to give them a try.,Positive,Positive Sentiment,1,1
"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",Negative,Negative Sentiment,0,2
Works great.,Positive,Positive Sentiment,1,1
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,Positive,Positive Sentiment,1,1
Internet is excrutiatingly slow.,Negative,Negative Sentiment,0,2
It is so small and you don't even realize that it is there after a while of getting used to it.,Positive,Positive Sentiment,1,1
"A week later after I activated it, it suddenly died.",Negative,Negative Sentiment,0,2
Good Quality.,Positive,Positive Sentiment,1,1
I advise EVERYONE DO NOT BE FOOLED!,Negative,Negative Sentiment,0,2
Any ring tone..Overall good phone to buy..,Positive,Positive Sentiment,1,1
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",Positive,Positive Sentiment,1,1
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",Negative,Technical Issues,0,0
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,Positive,Positive Sentiment,1,1
I did not have any problem with this item and would order it again if needed.,Positive,Positive Sentiment,1,1
These are fabulous!,Positive,Positive Sentiment,1,1
The construction of the headsets is poor.,Negative,Negative Sentiment,0,2
"None of it works, just don't buy it.",Negative,Purchase or Value Concerns,0,3
"I like the fact that it rests lightly against your ear, rather than inside.",Positive,Positive Sentiment,1,1
I was looking for this headset for a long time and now that I've got it I couldn't be happier.,Positive,Positive Sentiment,1,1
Terrible.. My car will not accept this cassette.,Negative,Negative Sentiment,0,2
Not loud enough and doesn't turn on like it should.,Negative,Technical Issues,0,0
That company is a joke.,Negative,Negative Sentiment,0,2
Good audio quality.,Positive,Positive Sentiment,1,1
This product is ideal for people like me whose ears are very sensitive.,Positive,Positive Sentiment,1,1
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,Negative,Negative Sentiment,0,2
VERY DISAPPOINTED.,Negative,Negative Sentiment,0,2
I would recommend it.,Positive,Positive Sentiment,1,1
The nano stated it.My son was dissapointed.,Negative,Negative Sentiment,0,2
Its a total package.,Positive,Positive Sentiment,1,1
Just does not work.,Negative,Technical Issues,0,0
I love this thing!,Positive,Positive Sentiment,1,1
Excellent Phone.,Positive,Positive Sentiment,1,1
This fixes all the problems.,Positive,Positive Sentiment,1,1
You won't regret it!,Positive,Positive Sentiment,1,1
I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.,Positive,Positive Sentiment,1,1
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",Negative,Negative Sentiment,0,2
":-)Oh, the charger seems to work fine.",Positive,Positive Sentiment,1,1
I highly recommend this device to everyone!,Positive,Positive Sentiment,1,1
"sucked, most of the stuff does not work with my phone.",Negative,Technical Issues,0,0
Utter crap.. Sound quality is TERRIBLE.,Negative,Technical Issues,0,0
I great reception all the time.,Positive,Positive Sentiment,1,1
A lot of websites have been rating this a very good phone and so do I.,Positive,Positive Sentiment,1,1
